user;action;timestamp
17;C;23/11/2015 13:25:41
17;C;24/11/2015 13:25:41
17;C;25/11/2015 13:25:41
17;C;26/11/2015 13:25:41
17;C;27/11/2015 13:25:41
17;C;28/11/2015 13:25:41
17;C;29/11/2015 13:25:41
17;C;30/11/2015 13:25:41
17;C;01/12/2015 13:25:41
17;C;02/12/2015 13:25:41
18;C;03/12/2015 13:25:41
18;C;04/12/2015 13:25:41
18;C;05/12/2015 13:25:41
18;C;06/12/2015 13:25:41
18;C;07/12/2015 13:25:41
18;C;08/12/2015 13:25:41
18;C;09/12/2015 13:25:41
18;C;10/12/2015 13:25:41
18;C;11/12/2015 13:25:41
18;C;12/12/2015 13:25:41
18;C;13/12/2015 13:25:41
18;C;14/12/2015 13:25:41
18;C;15/12/2015 13:25:41
18;C;16/12/2015 13:25:41
18;C;17/12/2015 13:25:41
18;C;18/12/2015 13:25:41
18;C;19/12/2015 13:25:41
18;C;20/12/2015 13:25:41
18;C;21/12/2015 13:25:41
18;C;22/12/2015 13:25:41
19;C;23/12/2015 13:25:41
19;C;24/12/2015 13:25:41
19;C;25/12/2015 13:25:41
19;C;26/12/2015 13:25:41
19;C;27/12/2015 13:25:41
19;C;28/12/2015 13:25:41
19;C;29/12/2015 13:25:41
19;C;30/12/2015 13:25:41
19;C;31/12/2015 13:25:41
19;C;01/01/2016 13:25:41
19;C;02/01/2016 13:25:41
19;C;03/01/2016 13:25:41
19;C;04/01/2016 13:25:41
19;C;05/01/2016 13:25:41
19;C;06/01/2016 13:25:41
19;C;07/01/2016 13:25:41
19;C;08/01/2016 13:25:41
19;C;09/01/2016 13:25:41
19;C;10/01/2016 13:25:41
19;C;11/01/2016 13:25:41
20;C;12/01/2016 13:25:41
20;C;13/01/2016 13:25:41
20;C;14/01/2016 13:25:41
20;C;15/01/2016 13:25:41
20;C;16/01/2016 13:25:41
20;C;17/01/2016 13:25:41
20;C;18/01/2016 13:25:41
20;C;19/01/2016 13:25:41
20;C;20/01/2016 13:25:41
20;C;21/01/2016 13:25:41
20;C;22/01/2016 13:25:41
20;C;23/01/2016 13:25:41
20;C;24/01/2016 13:25:41
20;C;25/01/2016 13:25:41
20;C;26/01/2016 13:25:41
20;C;27/01/2016 13:25:41
20;C;28/01/2016 13:25:41
20;C;29/01/2016 13:25:41
20;C;30/01/2016 13:25:41
20;C;31/01/2016 13:25:41
21;C;01/02/2016 13:25:41
21;C;02/02/2016 13:25:41
21;C;03/02/2016 13:25:41
21;C;04/02/2016 13:25:41
21;C;05/02/2016 13:25:41
21;C;06/02/2016 13:25:41
21;C;07/02/2016 13:25:41
21;C;08/02/2016 13:25:41
21;C;09/02/2016 13:25:41
21;C;10/02/2016 13:25:41
21;C;11/02/2016 13:25:41
21;C;12/02/2016 13:25:41
21;C;13/02/2016 13:25:41
21;C;14/02/2016 13:25:41
21;C;15/02/2016 13:25:41
21;C;16/02/2016 13:25:41
21;C;17/02/2016 13:25:41
21;C;18/02/2016 13:25:41
21;C;19/02/2016 13:25:41
21;C;20/02/2016 13:25:41
22;C;21/02/2016 13:25:41
22;C;22/02/2016 13:25:41
22;C;23/02/2016 13:25:41
22;C;24/02/2016 13:25:41
22;C;25/02/2016 13:25:41
22;C;26/02/2016 13:25:41
22;C;27/02/2016 13:25:41
22;C;28/02/2016 13:25:41
22;C;29/02/2016 13:25:41
22;C;01/03/2016 13:25:41
22;C;02/03/2016 13:25:41
22;C;03/03/2016 13:25:41
22;C;04/03/2016 13:25:41
22;C;05/03/2016 13:25:41
22;C;06/03/2016 13:25:41
22;C;07/03/2016 13:25:41
22;C;08/03/2016 13:25:41
22;C;09/03/2016 13:25:41
22;C;10/03/2016 13:25:41
22;C;11/03/2016 13:25:41
23;D;12/03/2016 13:25:41
23;E;13/03/2016 13:25:41
23;F;14/03/2016 13:25:41
23;G;15/03/2016 13:25:41
23;H;16/03/2016 13:25:41
23;I;17/03/2016 13:25:41
23;J;18/03/2016 13:25:41
23;K;19/03/2016 13:25:41
23;L;20/03/2016 13:25:41
23;M;21/03/2016 13:25:41
23;N;22/03/2016 13:25:41
23;O;23/03/2016 13:25:41
23;P;24/03/2016 13:25:41
23;Q;25/03/2016 13:25:41
23;R;26/03/2016 13:25:41
23;S;27/03/2016 13:25:41
23;T;28/03/2016 13:25:41
23;U;29/03/2016 13:25:41
23;V;30/03/2016 13:25:41
23;W;31/03/2016 13:25:41
24;X;01/04/2016 13:25:41
24;Y;02/04/2016 13:25:41
24;Z;03/04/2016 13:25:41
24;A;04/04/2016 13:25:41
24;B;05/04/2016 13:25:41
24;C;06/04/2016 13:25:41
24;D;07/04/2016 13:25:41
24;E;08/04/2016 13:25:41
24;F;09/04/2016 13:25:41
24;G;10/04/2016 13:25:41
24;H;11/04/2016 13:25:41
24;I;12/04/2016 13:25:41
24;J;13/04/2016 13:25:41
24;K;14/04/2016 13:25:41
24;L;15/04/2016 13:25:41
24;M;16/04/2016 13:25:41
24;N;17/04/2016 13:25:41
24;O;18/04/2016 13:25:41
24;P;19/04/2016 13:25:41
24;Q;20/04/2016 13:25:41
25;R;21/04/2016 13:25:41
25;S;22/04/2016 13:25:41
25;T;23/04/2016 13:25:41
25;U;24/04/2016 13:25:41
25;V;25/04/2016 13:25:41
25;W;26/04/2016 13:25:41
25;X;27/04/2016 13:25:41
25;Y;28/04/2016 13:25:41
25;Z;29/04/2016 13:25:41
25;A;30/04/2016 13:25:41
25;B;01/05/2016 13:25:41
25;C;02/05/2016 13:25:41
25;D;03/05/2016 13:25:41
25;E;04/05/2016 13:25:41
25;F;05/05/2016 13:25:41
25;G;06/05/2016 13:25:41
25;H;07/05/2016 13:25:41
25;I;08/05/2016 13:25:41
25;J;09/05/2016 13:25:41
25;K;10/05/2016 13:25:41
26;abh;11/05/2016 13:25:41
26;abh;12/05/2016 13:25:41
26;ita;13/05/2016 13:25:41
26;rus;14/05/2016 13:25:41
26;ean;15/05/2016 13:25:41
26;ita;16/05/2016 13:25:41
26;pol;17/05/2016 13:25:41
26;ean;18/05/2016 13:25:41
26;cda;19/05/2016 13:25:41
26;cda;20/05/2016 13:25:41
26;cda;21/05/2016 13:25:41
26;aud;22/05/2016 13:25:41
26;cda;23/05/2016 13:25:41
26;pol;24/05/2016 13:25:41
26;cad;25/05/2016 13:25:41
26;cad;26/05/2016 13:25:41
26;hoo;27/05/2016 13:25:41
26;pol;28/05/2016 13:25:41
26;ita;29/05/2016 13:25:41
26;pol;30/05/2016 13:25:41
27;cda;31/05/2016 13:25:41
27;ita;01/06/2016 13:25:41
27;abh;02/06/2016 13:25:41
27;hng;03/06/2016 13:25:41
27;cad;04/06/2016 13:25:41
27;usd;05/06/2016 13:25:41
27;hng;06/06/2016 13:25:41
27;ire;07/06/2016 13:25:41
27;aud;08/06/2016 13:25:41
27;rus;09/06/2016 13:25:41
27;cda;10/06/2016 13:25:41
27;abh;11/06/2016 13:25:41
27;pol;12/06/2016 13:25:41
27;hoo;13/06/2016 13:25:41
27;rin;14/06/2016 13:25:41
27;ire;15/06/2016 13:25:41
27;abh;16/06/2016 13:25:41
27;pol;17/06/2016 13:25:41
27;hoo;18/06/2016 13:25:41
27;hoo;19/06/2016 13:25:41
28;usd;20/06/2016 13:25:41
28;ire;21/06/2016 13:25:41
28;ire;22/06/2016 13:25:41
28;ean;23/06/2016 13:25:41
28;ean;24/06/2016 13:25:41
28;cad;25/06/2016 13:25:41
28;cda;26/06/2016 13:25:41
28;rin;27/06/2016 13:25:41
28;usd;28/06/2016 13:25:41
28;rin;29/06/2016 13:25:41
28;rus;30/06/2016 13:25:41
28;ita;01/07/2016 13:25:41
28;cda;02/07/2016 13:25:41
28;hng;03/07/2016 13:25:41
28;rus;04/07/2016 13:25:41
28;hng;05/07/2016 13:25:41
28;ire;06/07/2016 13:25:41
28;ita;07/07/2016 13:25:41
28;ean;08/07/2016 13:25:41
28;hng;09/07/2016 13:25:41
29;cad;10/07/2016 13:25:41
29;cad;11/07/2016 13:25:41
29;weh;12/07/2016 13:25:41
29;cad;13/07/2016 13:25:41
29;hng;14/07/2016 13:25:41
29;ita;15/07/2016 13:25:41
29;hoo;16/07/2016 13:25:41
29;cda;17/07/2016 13:25:41
29;rin;18/07/2016 13:25:41
29;ita;19/07/2016 13:25:41
29;cad;20/07/2016 13:25:41
29;rin;21/07/2016 13:25:41
29;ean;22/07/2016 13:25:41
29;cda;23/07/2016 13:25:41
29;rus;24/07/2016 13:25:41
29;hoo;25/07/2016 13:25:41
29;rin;26/07/2016 13:25:41
29;abh;27/07/2016 13:25:41
29;rin;28/07/2016 13:25:41
29;cad;29/07/2016 13:25:41
30;cad;30/07/2016 13:25:41
30;hng;31/07/2016 13:25:41
30;pol;01/08/2016 13:25:41
30;rin;02/08/2016 13:25:41
30;hoo;03/08/2016 13:25:41
30;aud;04/08/2016 13:25:41
30;ean;05/08/2016 13:25:41
30;ita;06/08/2016 13:25:41
30;ita;07/08/2016 13:25:41
30;rin;08/08/2016 13:25:41
30;cad;09/08/2016 13:25:41
30;rin;10/08/2016 13:25:41
30;hng;11/08/2016 13:25:41
30;rin;12/08/2016 13:25:41
30;rin;13/08/2016 13:25:41
30;usd;14/08/2016 13:25:41
30;abh;15/08/2016 13:25:41
30;cad;16/08/2016 13:25:41
30;abh;17/08/2016 13:25:41
30;abh;18/08/2016 13:25:41
31;ire;19/08/2016 13:25:41
31;cda;20/08/2016 13:25:41
31;usd;21/08/2016 13:25:41
31;aud;22/08/2016 13:25:41
31;cda;23/08/2016 13:25:41
31;hoo;24/08/2016 13:25:41
31;pol;25/08/2016 13:25:41
31;hng;26/08/2016 13:25:41
31;cda;27/08/2016 13:25:41
31;hng;28/08/2016 13:25:41
31;usd;29/08/2016 13:25:41
31;rus;30/08/2016 13:25:41
31;hng;31/08/2016 13:25:41
31;ean;01/09/2016 13:25:41
31;rus;02/09/2016 13:25:41
31;rin;03/09/2016 13:25:41
31;cda;04/09/2016 13:25:41
31;hoo;05/09/2016 13:25:41
31;cad;06/09/2016 13:25:41
31;hng;07/09/2016 13:25:41
32;ire;08/09/2016 13:25:41
32;usd;09/09/2016 13:25:41
32;ean;10/09/2016 13:25:41
32;rus;11/09/2016 13:25:41
32;hoo;12/09/2016 13:25:41
32;cda;13/09/2016 13:25:41
32;aud;14/09/2016 13:25:41
32;rus;15/09/2016 13:25:41
32;pol;16/09/2016 13:25:41
32;hng;17/09/2016 13:25:41
32;ean;18/09/2016 13:25:41
32;abh;19/09/2016 13:25:41
32;weh;20/09/2016 13:25:41
32;hng;21/09/2016 13:25:41
32;pol;22/09/2016 13:25:41
32;abh;23/09/2016 13:25:41
32;ire;24/09/2016 13:25:41
32;aud;25/09/2016 13:25:41
32;aud;26/09/2016 13:25:41
32;ire;27/09/2016 13:25:41
33;ita;28/09/2016 13:25:41
33;ita;29/09/2016 13:25:41
33;cda;30/09/2016 13:25:41
33;hoo;01/10/2016 13:25:41
33;cad;02/10/2016 13:25:41
33;ire;03/10/2016 13:25:41
33;ire;04/10/2016 13:25:41
33;pol;05/10/2016 13:25:41
33;weh;06/10/2016 13:25:41
33;hoo;07/10/2016 13:25:41
33;pol;08/10/2016 13:25:41
33;pol;09/10/2016 13:25:41
33;weh;10/10/2016 13:25:41
33;rin;11/10/2016 13:25:41
33;cda;12/10/2016 13:25:41
33;rin;13/10/2016 13:25:41
33;pol;14/10/2016 13:25:41
33;aud;15/10/2016 13:25:41
33;hng;16/10/2016 13:25:41
33;cda;17/10/2016 13:25:41
34;ean;18/10/2016 13:25:41
34;cad;19/10/2016 13:25:41
34;hng;20/10/2016 13:25:41
34;aud;21/10/2016 13:25:41
34;hoo;22/10/2016 13:25:41
34;hng;23/10/2016 13:25:41
34;ire;24/10/2016 13:25:41
34;cad;25/10/2016 13:25:41
34;usd;26/10/2016 13:25:41
34;rus;27/10/2016 13:25:41
34;cad;28/10/2016 13:25:41
34;usd;29/10/2016 13:25:41
34;usd;30/10/2016 13:25:41
34;ean;31/10/2016 13:25:41
34;pol;01/11/2016 13:25:41
34;abh;02/11/2016 13:25:41
34;hng;03/11/2016 13:25:41
34;abh;04/11/2016 13:25:41
34;cad;05/11/2016 13:25:41
34;hoo;06/11/2016 13:25:41
35;usd;07/11/2016 13:25:41
35;weh;08/11/2016 13:25:41
35;ire;09/11/2016 13:25:41
35;ita;10/11/2016 13:25:41
35;ire;11/11/2016 13:25:41
35;abh;12/11/2016 13:25:41
35;ean;13/11/2016 13:25:41
35;hng;14/11/2016 13:25:41
35;hng;15/11/2016 13:25:41
35;cad;16/11/2016 13:25:41
35;pol;17/11/2016 13:25:41
35;cda;18/11/2016 13:25:41
35;pol;19/11/2016 13:25:41
35;weh;20/11/2016 13:25:41
35;ita;21/11/2016 13:25:41
35;weh;22/11/2016 13:25:41
35;usd;23/11/2016 13:25:41
35;ean;24/11/2016 13:25:41
35;aud;25/11/2016 13:25:41
35;ire;26/11/2016 13:25:41
36;weh;27/11/2016 13:25:41
36;hoo;28/11/2016 13:25:41
36;weh;29/11/2016 13:25:41
36;hoo;30/11/2016 13:25:41
36;rus;01/12/2016 13:25:41
36;rin;02/12/2016 13:25:41
36;aud;03/12/2016 13:25:41
36;weh;04/12/2016 13:25:41
36;ire;05/12/2016 13:25:41
36;usd;06/12/2016 13:25:41
36;pol;07/12/2016 13:25:41
36;cda;08/12/2016 13:25:41
36;ean;09/12/2016 13:25:41
36;hoo;10/12/2016 13:25:41
36;hoo;11/12/2016 13:25:41
36;usd;12/12/2016 13:25:41
36;weh;13/12/2016 13:25:41
36;rus;14/12/2016 13:25:41
36;ita;15/12/2016 13:25:41
36;abh;16/12/2016 13:25:41
37;rin;17/12/2016 13:25:41
37;abh;18/12/2016 13:25:41
37;ire;19/12/2016 13:25:41
37;cda;20/12/2016 13:25:41
37;rus;21/12/2016 13:25:41
37;cda;22/12/2016 13:25:41
37;cda;23/12/2016 13:25:41
37;rus;24/12/2016 13:25:41
37;ean;25/12/2016 13:25:41
37;hng;26/12/2016 13:25:41
37;cda;27/12/2016 13:25:41
37;ita;28/12/2016 13:25:41
37;usd;29/12/2016 13:25:41
37;usd;30/12/2016 13:25:41
37;ean;31/12/2016 13:25:41
37;cad;01/01/2017 13:25:41
37;abh;02/01/2017 13:25:41
37;hoo;03/01/2017 13:25:41
37;rus;04/01/2017 13:25:41
37;ean;05/01/2017 13:25:41
38;aud;06/01/2017 13:25:41
38;cda;07/01/2017 13:25:41
38;rin;08/01/2017 13:25:41
38;cad;09/01/2017 13:25:41
38;cda;10/01/2017 13:25:41
38;hng;11/01/2017 13:25:41
38;ita;12/01/2017 13:25:41
38;ita;13/01/2017 13:25:41
38;ean;14/01/2017 13:25:41
38;hoo;15/01/2017 13:25:41
38;usd;16/01/2017 13:25:41
38;cad;17/01/2017 13:25:41
38;hng;18/01/2017 13:25:41
38;pol;19/01/2017 13:25:41
38;pol;20/01/2017 13:25:41
38;abh;21/01/2017 13:25:41
38;rin;22/01/2017 13:25:41
38;ean;23/01/2017 13:25:41
38;aud;24/01/2017 13:25:41
38;cad;25/01/2017 13:25:41
39;cda;26/01/2017 13:25:41
39;hng;27/01/2017 13:25:41
39;ire;28/01/2017 13:25:41
39;hng;29/01/2017 13:25:41
39;usd;30/01/2017 13:25:41
39;ire;31/01/2017 13:25:41
39;weh;01/02/2017 13:25:41
39;rin;02/02/2017 13:25:41
39;ean;03/02/2017 13:25:41
39;cda;04/02/2017 13:25:41
39;rus;05/02/2017 13:25:41
39;weh;06/02/2017 13:25:41
39;ire;07/02/2017 13:25:41
39;cad;08/02/2017 13:25:41
39;cad;09/02/2017 13:25:41
39;abh;10/02/2017 13:25:41
39;usd;11/02/2017 13:25:41
39;ita;12/02/2017 13:25:41
39;rus;13/02/2017 13:25:41
39;ire;14/02/2017 13:25:41
40;abh;15/02/2017 13:25:41
40;ire;16/02/2017 13:25:41
40;rin;17/02/2017 13:25:41
40;rin;18/02/2017 13:25:41
40;ire;19/02/2017 13:25:41
40;weh;20/02/2017 13:25:41
40;cda;21/02/2017 13:25:41
40;pol;22/02/2017 13:25:41
40;ean;23/02/2017 13:25:41
40;ita;24/02/2017 13:25:41
40;rus;25/02/2017 13:25:41
40;ire;26/02/2017 13:25:41
40;rin;27/02/2017 13:25:41
40;abh;28/02/2017 13:25:41
40;aud;01/03/2017 13:25:41
40;pol;02/03/2017 13:25:41
40;abh;03/03/2017 13:25:41
40;weh;04/03/2017 13:25:41
40;aud;05/03/2017 13:25:41
40;hng;06/03/2017 13:25:41
41;K;07/03/2017 13:25:41
41;K;08/03/2017 13:25:41
41;K;09/03/2017 13:25:41
